날짜,카테고리,카테고리매출,카테고리주문수
2023-07-01,식품,103.3,21
2023-07-01,의류,130.4,28
2023-07-01,전자,88.8,23
2023-07-01,뷰티,56.9,15
2023-07-01,생활,65.6,16
2023-07-01,스포츠,68.6,21
2023-07-01,가구,37.4,9
2023-07-01,도서,32.7,5
2023-07-01,완구,38.3,4
2023-07-01,반려,26.7,4
2023-07-02,식품,57.6,8
2023-07-02,의류,55.2,13
2023-07-02,전자,42.3,7
2023-07-02,뷰티,33.2,8
2023-07-02,생활,38.0,6
2023-07-02,스포츠,39.1,5
2023-07-02,가구,18.9,7
2023-07-02,도서,16.2,4
2023-07-02,완구,19.1,2
2023-07-02,반려,17.4,3
2023-07-03,식품,53.2,15
2023-07-03,의류,69.3,25
2023-07-03,전자,53.3,26
2023-07-03,뷰티,33.2,10
2023-07-03,생활,48.0,7
2023-07-03,스포츠,42.8,16
2023-07-03,가구,19.7,6
2023-07-03,도서,17.7,2
2023-07-03,완구,21.7,3
2023-07-03,반려,17.7,2
2023-07-04,식품,77.2,15
2023-07-04,의류,77.8,16
2023-07-04,전자,57.3,9
2023-07-04,뷰티,42.2,16
2023-07-04,생활,46.0,9
2023-07-04,스포츠,60.2,11
2023-07-04,가구,24.9,6
2023-07-04,도서,21.5,4
2023-07-04,완구,26.5,11
2023-07-04,반려,21.0,5
2023-07-05,식품,61.2,7
2023-07-05,의류,70.7,18
2023-07-05,전자,59.9,8
2023-07-05,뷰티,38.8,6
2023-07-05,생활,52.9,13
2023-07-05,스포츠,49.4,11
2023-07-05,가구,24.5,10
2023-07-05,도서,18.8,3
2023-07-05,완구,24.4,5
2023-07-05,반려,20.2,6
2023-07-06,식품,51.2,10
2023-07-06,의류,70.8,19
2023-07-06,전자,53.7,9
2023-07-06,뷰티,27.6,4
2023-07-06,생활,33.3,4
2023-07-06,스포츠,45.9,12
2023-07-06,가구,16.7,3
2023-07-06,도서,15.4,3
2023-07-06,완구,18.3,3
2023-07-06,반려,14.5,2
2023-07-07,식품,78.4,16
2023-07-07,의류,95.9,27
2023-07-07,전자,56.8,9
2023-07-07,뷰티,43.7,8
2023-07-07,생활,59.5,7
2023-07-07,스포츠,58.9,8
2023-07-07,가구,21.7,7
2023-07-07,도서,23.7,5
2023-07-07,완구,26.1,6
2023-07-07,반려,22.8,7
2023-07-08,식품,107.8,35
2023-07-08,의류,109.2,27
2023-07-08,전자,88.4,12
2023-07-08,뷰티,55.5,18
2023-07-08,생활,78.0,15
2023-07-08,스포츠,70.9,34
2023-07-08,가구,41.1,6
2023-07-08,도서,30.8,6
2023-07-08,완구,35.8,8
2023-07-08,반려,33.5,4
2023-07-09,식품,42.5,6
2023-07-09,의류,50.3,15
2023-07-09,전자,37.4,13
2023-07-09,뷰티,32.6,6
2023-07-09,생활,30.4,3
2023-07-09,스포츠,41.3,6
2023-07-09,가구,18.3,5
2023-07-09,도서,15.9,2
2023-07-09,완구,19.3,2
2023-07-09,반려,13.8,2
2023-07-10,식품,30.2,7
2023-07-10,의류,34.8,4
2023-07-10,전자,28.3,5
2023-07-10,뷰티,19.4,2
2023-07-10,생활,22.9,3
2023-07-10,스포츠,28.5,6
2023-07-10,가구,10.8,1
2023-07-10,도서,11.3,1
2023-07-10,완구,11.1,1
2023-07-10,반려,9.7,1
2023-07-11,식품,84.3,26
2023-07-11,의류,100.6,18
2023-07-11,전자,79.3,26
2023-07-11,뷰티,46.2,6
2023-07-11,생활,48.6,18
2023-07-11,스포츠,69.5,18
2023-07-11,가구,30.3,9
2023-07-11,도서,22.7,3
2023-07-11,완구,29.7,5
2023-07-11,반려,23.9,3
2023-07-12,식품,33.6,7
2023-07-12,의류,39.6,7
2023-07-12,전자,31.3,7
2023-07-12,뷰티,22.3,10
2023-07-12,생활,23.7,3
2023-07-12,스포츠,28.2,3
2023-07-12,가구,13.4,6
2023-07-12,도서,11.7,4
2023-07-12,완구,14.7,1
2023-07-12,반려,11.4,1
2023-07-13,식품,38.1,8
2023-07-13,의류,55.4,18
2023-07-13,전자,35.6,7
2023-07-13,뷰티,27.2,6
2023-07-13,생활,34.6,13
2023-07-13,스포츠,31.4,5
2023-07-13,가구,13.1,2
2023-07-13,도서,11.5,4
2023-07-13,완구,13.6,1
2023-07-13,반려,13.0,1
2023-07-14,식품,31.4,5
2023-07-14,의류,39.9,5
2023-07-14,전자,32.9,5
2023-07-14,뷰티,17.6,3
2023-07-14,생활,24.2,3
2023-07-14,스포츠,24.2,6
2023-07-14,가구,11.1,3
2023-07-14,도서,9.1,1
2023-07-14,완구,12.5,1
2023-07-14,반려,11.2,3
2023-07-15,식품,87.1,34
2023-07-15,의류,116.8,26
2023-07-15,전자,77.0,20
2023-07-15,뷰티,52.4,14
2023-07-15,생활,61.2,9
2023-07-15,스포츠,74.6,19
2023-07-15,가구,29.4,4
2023-07-15,도서,22.9,3
2023-07-15,완구,29.1,4
2023-07-15,반려,27.2,5
2023-07-16,식품,82.9,31
2023-07-16,의류,86.4,16
2023-07-16,전자,75.8,22
2023-07-16,뷰티,50.4,11
2023-07-16,생활,50.3,7
2023-07-16,스포츠,51.9,10
2023-07-16,가구,22.5,5
2023-07-16,도서,23.8,4
2023-07-16,완구,26.9,5
2023-07-16,반려,21.2,4
2023-07-17,식품,43.9,6
2023-07-17,의류,41.8,19
2023-07-17,전자,40.4,7
2023-07-17,뷰티,24.1,3
2023-07-17,생활,27.0,5
2023-07-17,스포츠,34.8,5
2023-07-17,가구,12.0,4
2023-07-17,도서,10.9,1
2023-07-17,완구,13.4,6
2023-07-17,반려,13.5,4
2023-07-18,식품,29.3,8
2023-07-18,의류,38.3,8
2023-07-18,전자,35.9,4
2023-07-18,뷰티,21.0,4
2023-07-18,생활,25.9,7
2023-07-18,스포츠,23.5,3
2023-07-18,가구,10.8,3
2023-07-18,도서,10.5,2
2023-07-18,완구,10.9,3
2023-07-18,반려,10.2,1
2023-07-19,식품,32.1,7
2023-07-19,의류,43.0,5
2023-07-19,전자,30.7,10
2023-07-19,뷰티,21.5,3
2023-07-19,생활,22.9,5
2023-07-19,스포츠,23.6,10
2023-07-19,가구,12.0,3
2023-07-19,도서,11.9,2
2023-07-19,완구,12.8,2
2023-07-19,반려,10.8,4
2023-07-20,식품,63.4,7
2023-07-20,의류,62.0,22
2023-07-20,전자,46.9,7
2023-07-20,뷰티,36.7,5
2023-07-20,생활,45.2,9
2023-07-20,스포츠,46.3,7
2023-07-20,가구,19.7,4
2023-07-20,도서,18.3,3
2023-07-20,완구,21.9,3
2023-07-20,반려,18.7,3
2023-07-21,식품,61.6,10
2023-07-21,의류,73.0,21
2023-07-21,전자,48.2,8
2023-07-21,뷰티,38.8,4
2023-07-21,생활,43.5,9
2023-07-21,스포츠,44.1,18
2023-07-21,가구,22.9,6
2023-07-21,도서,19.5,3
2023-07-21,완구,22.5,3
2023-07-21,반려,18.6,5
2023-07-22,식품,99.9,13
2023-07-22,의류,97.2,45
2023-07-22,전자,72.5,19
2023-07-22,뷰티,62.9,11
2023-07-22,생활,63.6,8
2023-07-22,스포츠,69.6,17
2023-07-22,가구,35.0,4
2023-07-22,도서,30.4,5
2023-07-22,완구,36.0,11
2023-07-22,반려,28.2,3
2023-07-23,식품,71.9,10
2023-07-23,의류,92.5,41
2023-07-23,전자,76.6,25
2023-07-23,뷰티,49.2,19
2023-07-23,생활,64.4,17
2023-07-23,스포츠,55.6,20
2023-07-23,가구,30.1,4
2023-07-23,도서,25.4,5
2023-07-23,완구,28.2,10
2023-07-23,반려,24.1,6
2023-07-24,식품,69.3,10
2023-07-24,의류,71.5,24
2023-07-24,전자,61.0,22
2023-07-24,뷰티,33.9,10
2023-07-24,생활,45.7,6
2023-07-24,스포츠,45.2,18
2023-07-24,가구,20.7,3
2023-07-24,도서,17.2,5
2023-07-24,완구,25.5,3
2023-07-24,반려,21.5,3
2023-07-25,식품,27.7,8
2023-07-25,의류,35.2,9
2023-07-25,전자,32.2,4
2023-07-25,뷰티,20.1,6
2023-07-25,생활,25.4,3
2023-07-25,스포츠,21.7,3
2023-07-25,가구,9.9,3
2023-07-25,도서,9.9,1
2023-07-25,완구,10.0,2
2023-07-25,반려,10.8,1
2023-07-26,식품,47.2,14
2023-07-26,의류,46.7,12
2023-07-26,전자,37.8,11
2023-07-26,뷰티,24.7,4
2023-07-26,생활,31.0,4
2023-07-26,스포츠,31.6,6
2023-07-26,가구,13.0,2
2023-07-26,도서,11.8,1
2023-07-26,완구,17.8,3
2023-07-26,반려,11.9,2
2023-07-27,식품,78.6,24
2023-07-27,의류,90.1,13
2023-07-27,전자,73.0,10
2023-07-27,뷰티,50.2,6
2023-07-27,생활,52.5,9
2023-07-27,스포츠,62.7,10
2023-07-27,가구,29.0,13
2023-07-27,도서,21.5,5
2023-07-27,완구,25.1,7
2023-07-27,반려,23.9,9
2023-07-28,식품,59.3,9
2023-07-28,의류,61.9,17
2023-07-28,전자,53.2,8
2023-07-28,뷰티,38.0,5
2023-07-28,생활,46.7,8
2023-07-28,스포츠,49.1,7
2023-07-28,가구,21.4,10
2023-07-28,도서,19.5,4
2023-07-28,완구,22.3,8
2023-07-28,반려,16.5,4
2023-07-29,식품,59.2,21
2023-07-29,의류,83.5,40
2023-07-29,전자,55.2,18
2023-07-29,뷰티,40.0,11
2023-07-29,생활,43.4,8
2023-07-29,스포츠,52.2,19
2023-07-29,가구,19.7,5
2023-07-29,도서,22.3,5
2023-07-29,완구,24.1,6
2023-07-29,반려,19.4,7
2023-07-30,식품,79.5,16
2023-07-30,의류,108.3,38
2023-07-30,전자,90.3,11
2023-07-30,뷰티,55.2,9
2023-07-30,생활,77.9,11
2023-07-30,스포츠,72.2,11
2023-07-30,가구,28.4,5
2023-07-30,도서,26.6,8
2023-07-30,완구,33.4,11
2023-07-30,반려,30.2,6
2023-07-31,식품,44.9,15
2023-07-31,의류,48.0,8
2023-07-31,전자,47.1,18
2023-07-31,뷰티,25.7,3
2023-07-31,생활,28.7,3
2023-07-31,스포츠,35.4,7
2023-07-31,가구,14.5,3
2023-07-31,도서,12.9,1
2023-07-31,완구,17.6,2
2023-07-31,반려,14.9,4
2023-08-01,식품,54.5,11
2023-08-01,의류,69.1,17
2023-08-01,전자,50.8,6
2023-08-01,뷰티,31.5,13
2023-08-01,생활,39.2,9
2023-08-01,스포츠,43.7,5
2023-08-01,가구,18.1,3
2023-08-01,도서,17.0,6
2023-08-01,완구,18.1,2
2023-08-01,반려,17.1,8
2023-08-02,식품,31.6,5
2023-08-02,의류,45.3,6
2023-08-02,전자,30.1,3
2023-08-02,뷰티,21.8,3
2023-08-02,생활,26.5,9
2023-08-02,스포츠,31.2,11
2023-08-02,가구,11.1,1
2023-08-02,도서,11.1,1
2023-08-02,완구,12.9,3
2023-08-02,반려,12.1,5
2023-08-03,식품,38.7,11
2023-08-03,의류,46.7,16
2023-08-03,전자,33.1,4
2023-08-03,뷰티,21.4,3
2023-08-03,생활,28.2,4
2023-08-03,스포츠,31.1,6
2023-08-03,가구,10.9,4
2023-08-03,도서,10.0,3
2023-08-03,완구,13.2,4
2023-08-03,반려,9.3,4
2023-08-04,식품,38.8,6
2023-08-04,의류,40.9,5
2023-08-04,전자,28.5,3
2023-08-04,뷰티,22.6,7
2023-08-04,생활,27.6,4
2023-08-04,스포츠,27.3,3
2023-08-04,가구,10.9,2
2023-08-04,도서,9.6,2
2023-08-04,완구,12.0,1
2023-08-04,반려,9.5,2
2023-08-05,식품,83.9,11
2023-08-05,의류,115.6,17
2023-08-05,전자,87.8,13
2023-08-05,뷰티,58.4,9
2023-08-05,생활,53.8,12
2023-08-05,스포츠,68.6,16
2023-08-05,가구,26.8,4
2023-08-05,도서,29.0,13
2023-08-05,완구,33.3,5
2023-08-05,반려,29.2,3
2023-08-06,식품,52.2,10
2023-08-06,의류,53.4,10
2023-08-06,전자,48.4,6
2023-08-06,뷰티,32.5,10
2023-08-06,생활,36.9,9
2023-08-06,스포츠,32.6,10
2023-08-06,가구,14.8,2
2023-08-06,도서,13.9,3
2023-08-06,완구,20.4,4
2023-08-06,반려,12.7,3
2023-08-07,식품,31.8,12
2023-08-07,의류,37.9,6
2023-08-07,전자,30.1,7
2023-08-07,뷰티,24.5,5
2023-08-07,생활,29.9,5
2023-08-07,스포츠,27.5,4
2023-08-07,가구,10.8,4
2023-08-07,도서,11.6,2
2023-08-07,완구,14.4,1
2023-08-07,반려,10.7,1
2023-08-08,식품,36.9,4
2023-08-08,의류,49.0,6
2023-08-08,전자,31.6,4
2023-08-08,뷰티,21.2,6
2023-08-08,생활,31.0,14
2023-08-08,스포츠,33.2,11
2023-08-08,가구,14.0,3
2023-08-08,도서,10.9,3
2023-08-08,완구,14.0,3
2023-08-08,반려,11.9,5
2023-08-09,식품,56.8,21
2023-08-09,의류,77.1,11
2023-08-09,전자,67.5,19
2023-08-09,뷰티,41.2,6
2023-08-09,생활,45.3,10
2023-08-09,스포츠,52.0,18
2023-08-09,가구,19.4,6
2023-08-09,도서,20.9,8
2023-08-09,완구,21.9,5
2023-08-09,반려,17.6,5
2023-08-10,식품,39.7,18
2023-08-10,의류,44.7,10
2023-08-10,전자,34.4,6
2023-08-10,뷰티,20.0,2
2023-08-10,생활,26.1,3
2023-08-10,스포츠,27.1,3
2023-08-10,가구,13.2,1
2023-08-10,도서,10.9,2
2023-08-10,완구,14.1,1
2023-08-10,반려,12.4,3
2023-08-11,식품,42.0,12
2023-08-11,의류,47.3,15
2023-08-11,전자,34.1,4
2023-08-11,뷰티,21.3,3
2023-08-11,생활,29.4,10
2023-08-11,스포츠,28.9,5
2023-08-11,가구,12.1,1
2023-08-11,도서,13.6,4
2023-08-11,완구,12.9,2
2023-08-11,반려,12.8,3
2023-08-12,식품,75.2,14
2023-08-12,의류,120.9,27
2023-08-12,전자,79.4,10
2023-08-12,뷰티,57.4,9
2023-08-12,생활,66.3,8
2023-08-12,스포츠,73.4,9
2023-08-12,가구,32.2,5
2023-08-12,도서,25.4,6
2023-08-12,완구,35.3,9
2023-08-12,반려,27.6,7
2023-08-13,식품,53.3,20
2023-08-13,의류,64.7,11
2023-08-13,전자,40.8,7
2023-08-13,뷰티,28.1,7
2023-08-13,생활,34.4,14
2023-08-13,스포츠,44.0,20
2023-08-13,가구,17.6,4
2023-08-13,도서,15.7,3
2023-08-13,완구,19.0,2
2023-08-13,반려,15.9,5
2023-08-14,식품,59.1,16
2023-08-14,의류,58.6,13
2023-08-14,전자,51.2,10
2023-08-14,뷰티,37.0,9
2023-08-14,생활,39.5,16
2023-08-14,스포츠,47.1,8
2023-08-14,가구,18.6,2
2023-08-14,도서,17.6,3
2023-08-14,완구,21.0,3
2023-08-14,반려,18.2,4
2023-08-15,식품,80.6,27
2023-08-15,의류,113.9,15
2023-08-15,전자,81.4,26
2023-08-15,뷰티,60.1,8
2023-08-15,생활,74.6,13
2023-08-15,스포츠,79.1,37
2023-08-15,가구,27.6,10
2023-08-15,도서,29.7,12
2023-08-15,완구,33.4,6
2023-08-15,반려,26.3,3
2023-08-16,식품,52.1,12
2023-08-16,의류,75.8,34
2023-08-16,전자,56.4,8
2023-08-16,뷰티,40.4,5
2023-08-16,생활,40.5,7
2023-08-16,스포츠,39.9,11
2023-08-16,가구,17.6,4
2023-08-16,도서,19.9,4
2023-08-16,완구,21.8,4
2023-08-16,반려,17.6,2
2023-08-17,식품,27.1,4
2023-08-17,의류,34.1,14
2023-08-17,전자,26.6,3
2023-08-17,뷰티,15.7,6
2023-08-17,생활,19.1,2
2023-08-17,스포츠,24.3,4
2023-08-17,가구,9.9,1
2023-08-17,도서,9.6,1
2023-08-17,완구,11.7,1
2023-08-17,반려,8.8,1
2023-08-18,식품,43.2,20
2023-08-18,의류,40.1,5
2023-08-18,전자,33.1,4
2023-08-18,뷰티,22.9,8
2023-08-18,생활,24.8,8
2023-08-18,스포츠,28.0,5
2023-08-18,가구,14.0,1
2023-08-18,도서,11.6,2
2023-08-18,완구,14.3,2
2023-08-18,반려,11.9,5
2023-08-19,식품,45.4,17
2023-08-19,의류,56.9,9
2023-08-19,전자,45.1,6
2023-08-19,뷰티,37.2,4
2023-08-19,생활,44.8,12
2023-08-19,스포츠,42.3,13
2023-08-19,가구,20.2,2
2023-08-19,도서,18.2,3
2023-08-19,완구,21.3,8
2023-08-19,반려,14.2,2
2023-08-20,식품,61.6,7
2023-08-20,의류,67.0,9
2023-08-20,전자,58.0,8
2023-08-20,뷰티,42.6,5
2023-08-20,생활,43.8,5
2023-08-20,스포츠,44.6,17
2023-08-20,가구,21.3,3
2023-08-20,도서,19.3,2
2023-08-20,완구,24.9,7
2023-08-20,반려,22.1,9
2023-08-21,식품,67.1,17
2023-08-21,의류,72.5,15
2023-08-21,전자,50.0,12
2023-08-21,뷰티,33.6,10
2023-08-21,생활,40.2,8
2023-08-21,스포츠,51.6,9
2023-08-21,가구,23.2,3
2023-08-21,도서,19.5,3
2023-08-21,완구,21.9,3
2023-08-21,반려,16.1,2
2023-08-22,식품,35.2,10
2023-08-22,의류,42.5,20
2023-08-22,전자,27.5,11
2023-08-22,뷰티,21.7,3
2023-08-22,생활,26.3,12
2023-08-22,스포츠,25.7,4
2023-08-22,가구,10.1,1
2023-08-22,도서,8.8,2
2023-08-22,완구,11.9,2
2023-08-22,반려,9.0,2
2023-08-23,식품,55.4,16
2023-08-23,의류,67.5,15
2023-08-23,전자,58.9,12
2023-08-23,뷰티,40.6,6
2023-08-23,생활,40.0,17
2023-08-23,스포츠,53.5,21
2023-08-23,가구,18.8,8
2023-08-23,도서,19.5,3
2023-08-23,완구,25.8,3
2023-08-23,반려,18.3,4
2023-08-24,식품,61.7,21
2023-08-24,의류,70.9,25
2023-08-24,전자,53.8,15
2023-08-24,뷰티,38.2,4
2023-08-24,생활,49.8,6
2023-08-24,스포츠,49.9,10
2023-08-24,가구,21.5,6
2023-08-24,도서,18.1,2
2023-08-24,완구,27.9,12
2023-08-24,반려,18.2,4
2023-08-25,식품,47.5,11
2023-08-25,의류,56.4,11
2023-08-25,전자,45.2,10
2023-08-25,뷰티,28.4,6
2023-08-25,생활,44.5,11
2023-08-25,스포츠,46.1,6
2023-08-25,가구,20.6,3
2023-08-25,도서,17.0,2
2023-08-25,완구,16.9,3
2023-08-25,반려,18.6,2
2023-08-26,식품,94.0,14
2023-08-26,의류,111.1,17
2023-08-26,전자,82.4,16
2023-08-26,뷰티,57.4,8
2023-08-26,생활,67.5,11
2023-08-26,스포츠,61.4,27
2023-08-26,가구,32.3,5
2023-08-26,도서,23.9,8
2023-08-26,완구,33.6,4
2023-08-26,반려,27.9,4
2023-08-27,식품,81.6,21
2023-08-27,의류,87.7,12
2023-08-27,전자,69.0,11
2023-08-27,뷰티,52.6,10
2023-08-27,생활,71.1,32
2023-08-27,스포츠,72.7,31
2023-08-27,가구,25.3,5
2023-08-27,도서,22.8,3
2023-08-27,완구,31.8,14
2023-08-27,반려,22.6,3
2023-08-28,식품,59.8,12
2023-08-28,의류,67.4,9
2023-08-28,전자,52.4,15
2023-08-28,뷰티,35.0,6
2023-08-28,생활,43.4,7
2023-08-28,스포츠,49.4,15
2023-08-28,가구,21.5,4
2023-08-28,도서,17.8,6
2023-08-28,완구,19.6,2
2023-08-28,반려,18.0,8
2023-08-29,식품,51.7,20
2023-08-29,의류,70.9,9
2023-08-29,전자,40.4,5
2023-08-29,뷰티,35.4,8
2023-08-29,생활,40.3,8
2023-08-29,스포츠,42.2,10
2023-08-29,가구,16.7,3
2023-08-29,도서,14.1,2
2023-08-29,완구,18.0,4
2023-08-29,반려,17.6,3
2023-08-30,식품,42.1,5
2023-08-30,의류,56.1,18
2023-08-30,전자,38.1,4
2023-08-30,뷰티,24.7,5
2023-08-30,생활,27.9,10
2023-08-30,스포츠,35.2,5
2023-08-30,가구,16.4,2
2023-08-30,도서,11.8,5
2023-08-30,완구,17.6,4
2023-08-30,반려,12.1,1
2023-08-31,식품,50.1,15
2023-08-31,의류,65.9,8
2023-08-31,전자,39.6,5
2023-08-31,뷰티,29.1,5
2023-08-31,생활,40.7,5
2023-08-31,스포츠,35.8,10
2023-08-31,가구,14.7,2
2023-08-31,도서,12.9,2
2023-08-31,완구,15.8,3
2023-08-31,반려,13.0,1
2023-09-01,식품,56.3,14
2023-09-01,의류,53.3,8
2023-09-01,전자,47.1,19
2023-09-01,뷰티,36.5,8
2023-09-01,생활,44.4,9
2023-09-01,스포츠,26.1,5
2023-09-01,가구,25.8,3
2023-09-01,도서,14.8,2
2023-09-01,완구,17.7,3
2023-09-01,반려,19.1,4
2023-09-02,식품,77.7,13
2023-09-02,의류,60.5,9
2023-09-02,전자,50.5,14
2023-09-02,뷰티,37.0,12
2023-09-02,생활,45.8,9
2023-09-02,스포츠,34.8,7
2023-09-02,가구,29.1,3
2023-09-02,도서,21.3,6
2023-09-02,완구,22.9,5
2023-09-02,반려,18.5,4
2023-09-03,식품,94.6,20
2023-09-03,의류,67.5,8
2023-09-03,전자,62.4,12
2023-09-03,뷰티,51.8,17
2023-09-03,생활,59.4,17
2023-09-03,스포츠,42.5,10
2023-09-03,가구,31.8,5
2023-09-03,도서,21.7,5
2023-09-03,완구,28.0,6
2023-09-03,반려,24.1,4
2023-09-04,식품,81.6,13
2023-09-04,의류,58.7,21
2023-09-04,전자,71.9,10
2023-09-04,뷰티,41.2,9
2023-09-04,생활,53.3,10
2023-09-04,스포츠,37.3,16
2023-09-04,가구,33.2,13
2023-09-04,도서,22.0,3
2023-09-04,완구,26.3,9
2023-09-04,반려,25.5,3
2023-09-05,식품,81.7,18
2023-09-05,의류,53.2,6
2023-09-05,전자,63.6,8
2023-09-05,뷰티,40.0,9
2023-09-05,생활,57.7,11
2023-09-05,스포츠,30.0,9
2023-09-05,가구,29.2,12
2023-09-05,도서,20.8,4
2023-09-05,완구,27.3,6
2023-09-05,반려,24.0,7
2023-09-06,식품,37.4,14
2023-09-06,의류,30.3,3
2023-09-06,전자,33.2,6
2023-09-06,뷰티,20.1,2
2023-09-06,생활,27.4,3
2023-09-06,스포츠,15.7,1
2023-09-06,가구,12.7,3
2023-09-06,도서,8.9,2
2023-09-06,완구,13.1,1
2023-09-06,반려,10.9,1
2023-09-07,식품,46.0,7
2023-09-07,의류,34.4,4
2023-09-07,전자,40.2,6
2023-09-07,뷰티,25.7,3
2023-09-07,생활,28.3,6
2023-09-07,스포츠,22.0,4
2023-09-07,가구,19.9,4
2023-09-07,도서,12.2,1
2023-09-07,완구,15.1,2
2023-09-07,반려,12.1,3
2023-09-08,식품,38.9,14
2023-09-08,의류,32.2,4
2023-09-08,전자,28.1,4
2023-09-08,뷰티,21.3,6
2023-09-08,생활,23.1,5
2023-09-08,스포츠,17.5,3
2023-09-08,가구,14.6,2
2023-09-08,도서,11.1,1
2023-09-08,완구,13.4,3
2023-09-08,반려,11.5,2
2023-09-09,식품,90.1,17
2023-09-09,의류,58.5,11
2023-09-09,전자,65.8,10
2023-09-09,뷰티,45.3,6
2023-09-09,생활,57.7,9
2023-09-09,스포츠,33.4,4
2023-09-09,가구,35.2,5
2023-09-09,도서,21.6,4
2023-09-09,완구,24.4,4
2023-09-09,반려,20.4,3
2023-09-10,식품,78.9,18
2023-09-10,의류,58.7,8
2023-09-10,전자,55.6,8
2023-09-10,뷰티,37.8,17
2023-09-10,생활,45.6,6
2023-09-10,스포츠,32.6,4
2023-09-10,가구,29.6,13
2023-09-10,도서,22.3,8
2023-09-10,완구,27.4,9
2023-09-10,반려,20.0,3
2023-09-11,식품,99.6,23
2023-09-11,의류,74.9,23
2023-09-11,전자,79.8,13
2023-09-11,뷰티,44.2,11
2023-09-11,생활,52.0,12
2023-09-11,스포츠,35.5,6
2023-09-11,가구,39.2,18
2023-09-11,도서,24.7,4
2023-09-11,완구,32.9,6
2023-09-11,반려,24.7,5
2023-09-12,식품,48.8,20
2023-09-12,의류,39.7,17
2023-09-12,전자,44.4,11
2023-09-12,뷰티,29.4,10
2023-09-12,생활,39.5,5
2023-09-12,스포츠,21.2,5
2023-09-12,가구,21.1,8
2023-09-12,도서,13.9,3
2023-09-12,완구,19.7,2
2023-09-12,반려,14.9,2
2023-09-13,식품,83.9,11
2023-09-13,의류,66.0,23
2023-09-13,전자,55.6,9
2023-09-13,뷰티,41.8,19
2023-09-13,생활,43.0,5
2023-09-13,스포츠,36.7,8
2023-09-13,가구,32.3,5
2023-09-13,도서,22.5,4
2023-09-13,완구,21.9,4
2023-09-13,반려,20.4,3
2023-09-14,식품,64.4,8
2023-09-14,의류,52.5,16
2023-09-14,전자,61.4,11
2023-09-14,뷰티,39.9,6
2023-09-14,생활,49.0,8
2023-09-14,스포츠,34.7,16
2023-09-14,가구,29.0,3
2023-09-14,도서,17.4,3
2023-09-14,완구,27.5,6
2023-09-14,반려,20.1,2
2023-09-15,식품,42.3,17
2023-09-15,의류,40.1,5
2023-09-15,전자,38.4,7
2023-09-15,뷰티,28.4,4
2023-09-15,생활,28.8,13
2023-09-15,스포츠,20.5,2
2023-09-15,가구,20.2,2
2023-09-15,도서,14.4,2
2023-09-15,완구,15.2,2
2023-09-15,반려,13.8,2
2023-09-16,식품,54.0,7
2023-09-16,의류,47.3,11
2023-09-16,전자,53.3,8
2023-09-16,뷰티,31.2,4
2023-09-16,생활,38.5,12
2023-09-16,스포츠,26.6,4
2023-09-16,가구,27.3,3
2023-09-16,도서,19.4,6
2023-09-16,완구,17.9,3
2023-09-16,반려,16.0,2
2023-09-17,식품,85.4,10
2023-09-17,의류,58.5,11
2023-09-17,전자,67.7,19
2023-09-17,뷰티,46.3,9
2023-09-17,생활,53.3,12
2023-09-17,스포츠,30.9,6
2023-09-17,가구,30.0,14
2023-09-17,도서,21.3,5
2023-09-17,완구,26.2,9
2023-09-17,반려,22.6,3
2023-09-18,식품,47.1,6
2023-09-18,의류,34.7,6
2023-09-18,전자,41.3,9
2023-09-18,뷰티,26.7,5
2023-09-18,생활,29.5,4
2023-09-18,스포츠,18.2,4
2023-09-18,가구,16.2,3
2023-09-18,도서,11.6,2
2023-09-18,완구,16.5,2
2023-09-18,반려,12.1,1
2023-09-19,식품,63.5,14
2023-09-19,의류,52.9,8
2023-09-19,전자,55.3,17
2023-09-19,뷰티,34.0,4
2023-09-19,생활,41.2,6
2023-09-19,스포츠,28.2,3
2023-09-19,가구,22.5,4
2023-09-19,도서,15.2,2
2023-09-19,완구,22.0,9
2023-09-19,반려,18.1,4
2023-09-20,식품,41.4,9
2023-09-20,의류,33.0,7
2023-09-20,전자,37.5,5
2023-09-20,뷰티,28.1,4
2023-09-20,생활,26.7,3
2023-09-20,스포츠,21.9,9
2023-09-20,가구,19.9,6
2023-09-20,도서,13.3,2
2023-09-20,완구,15.2,2
2023-09-20,반려,12.7,5
2023-09-21,식품,68.9,9
2023-09-21,의류,49.8,10
2023-09-21,전자,44.4,6
2023-09-21,뷰티,29.4,12
2023-09-21,생활,40.9,13
2023-09-21,스포츠,23.0,5
2023-09-21,가구,21.0,7
2023-09-21,도서,14.7,4
2023-09-21,완구,21.6,3
2023-09-21,반려,16.6,3
2023-09-22,식품,51.3,21
2023-09-22,의류,43.0,8
2023-09-22,전자,53.3,9
2023-09-22,뷰티,32.1,11
2023-09-22,생활,43.1,10
2023-09-22,스포츠,28.4,5
2023-09-22,가구,24.9,3
2023-09-22,도서,18.7,3
2023-09-22,완구,20.0,5
2023-09-22,반려,18.7,3
2023-09-23,식품,90.1,19
2023-09-23,의류,70.1,13
2023-09-23,전자,86.1,21
2023-09-23,뷰티,49.1,6
2023-09-23,생활,73.2,10
2023-09-23,스포츠,43.3,6
2023-09-23,가구,39.3,12
2023-09-23,도서,25.0,6
2023-09-23,완구,30.1,3
2023-09-23,반려,24.4,5
2023-09-24,식품,76.3,20
2023-09-24,의류,61.5,21
