유저ID,상품ID,평점,구매일자
USER098,ITEM014,4,2024-02-18
USER098,ITEM036,3,2024-08-11
USER098,ITEM008,3,2024-01-19
USER098,ITEM030,4,2024-02-01
USER098,ITEM015,5,2024-11-24
USER098,ITEM020,4,2024-01-24
USER098,ITEM017,4,2024-05-11
USER098,ITEM041,3,2024-11-29
USER098,ITEM046,3,2024-12-08
USER098,ITEM010,4,2024-01-10
USER098,ITEM025,4,2024-04-22
USER098,ITEM024,3,2024-04-06
USER098,ITEM004,2,2024-06-06
USER098,ITEM028,4,2024-11-20
USER098,ITEM050,2,2024-05-30
USER098,ITEM045,2,2024-02-25
USER098,ITEM012,5,2024-12-02
USER098,ITEM029,3,2024-04-26
USER098,ITEM039,1,2024-09-12
USER098,ITEM032,2,2024-08-03
USER098,ITEM009,4,2024-04-14
USER098,ITEM013,4,2024-01-16
USER098,ITEM035,2,2024-09-13
USER098,ITEM034,3,2024-04-26
USER098,ITEM021,3,2024-01-05
USER098,ITEM019,5,2024-04-23
USER098,ITEM026,3,2024-12-05
USER098,ITEM005,4,2024-06-10
USER098,ITEM033,1,2024-06-06
USER098,ITEM022,3,2024-08-16
USER098,ITEM011,4,2024-10-22
USER098,ITEM003,3,2024-06-29
USER098,ITEM038,2,2024-06-03
USER098,ITEM047,3,2024-09-30
USER098,ITEM002,4,2024-06-03
USER098,ITEM006,4,2024-01-26
USER098,ITEM007,4,2024-09-02
USER098,ITEM042,1,2024-08-19
USER098,ITEM031,2,2024-10-16
USER098,ITEM048,1,2024-06-16
USER098,ITEM043,2,2024-12-23
USER098,ITEM018,4,2024-02-17
USER098,ITEM016,4,2024-05-21
USER099,ITEM025,2,2024-06-30
USER099,ITEM013,5,2024-04-22
USER099,ITEM042,2,2024-06-02
USER099,ITEM038,1,2024-10-23
USER099,ITEM017,5,2024-02-05
USER099,ITEM002,3,2024-10-02
USER099,ITEM044,2,2024-08-21
USER099,ITEM003,4,2024-06-23
USER099,ITEM020,4,2024-02-29
USER099,ITEM026,2,2024-10-01
USER099,ITEM027,3,2024-05-10
USER099,ITEM033,1,2024-04-01
USER099,ITEM014,5,2024-04-20
USER099,ITEM023,3,2024-08-20
USER099,ITEM041,2,2024-02-18
USER099,ITEM049,1,2024-12-29
USER099,ITEM009,3,2024-07-18
USER099,ITEM004,3,2024-10-28
USER099,ITEM006,3,2024-06-02
USER099,ITEM015,5,2024-12-09
USER099,ITEM035,1,2024-08-10
USER099,ITEM040,2,2024-12-30
USER099,ITEM037,3,2024-12-12
USER099,ITEM024,3,2024-12-01
USER099,ITEM021,3,2024-02-06
USER100,ITEM050,4,2024-11-10
USER100,ITEM037,3,2024-03-09
USER100,ITEM017,3,2024-07-07
USER100,ITEM004,2,2024-08-30
USER100,ITEM015,3,2024-07-01
USER100,ITEM049,2,2024-12-13
USER100,ITEM006,3,2024-01-19
USER100,ITEM044,2,2024-11-07
USER100,ITEM002,3,2024-05-12
USER100,ITEM016,3,2024-06-15
USER100,ITEM038,3,2024-12-13
USER100,ITEM028,5,2024-11-18
USER100,ITEM040,3,2024-11-23
USER100,ITEM047,4,2024-06-08
USER100,ITEM024,4,2024-02-05
USER100,ITEM025,3,2024-07-29
USER100,ITEM008,2,2024-09-25
USER100,ITEM033,4,2024-03-28
USER101,ITEM015,5,2024-04-26
USER101,ITEM040,3,2024-02-15
USER101,ITEM043,2,2024-08-17
USER101,ITEM047,2,2024-10-05
USER101,ITEM031,3,2024-01-26
USER101,ITEM034,3,2024-04-21
USER101,ITEM044,3,2024-07-29
USER101,ITEM022,2,2024-09-02
USER101,ITEM010,3,2024-10-18
USER101,ITEM026,1,2024-09-06
USER101,ITEM023,2,2024-06-03
USER101,ITEM017,5,2024-03-30
USER101,ITEM001,3,2024-02-02
USER101,ITEM002,3,2024-08-14
USER101,ITEM004,3,2024-07-25
USER101,ITEM049,1,2024-08-21
USER101,ITEM039,3,2024-04-03
USER101,ITEM024,2,2024-05-18
USER101,ITEM007,3,2024-08-11
USER101,ITEM020,4,2024-06-02
USER101,ITEM003,2,2024-12-02
USER101,ITEM006,3,2024-04-20
USER101,ITEM050,3,2024-11-01
USER101,ITEM028,2,2024-10-13
USER101,ITEM035,2,2024-01-31
USER101,ITEM045,2,2024-10-04
USER102,ITEM021,2,2024-02-24
USER102,ITEM040,1,2024-04-07
USER102,ITEM022,2,2024-05-19
USER102,ITEM014,3,2024-10-03
USER102,ITEM029,3,2024-07-28
USER102,ITEM007,5,2024-02-24
USER102,ITEM025,1,2024-01-30
USER102,ITEM018,3,2024-12-25
USER102,ITEM003,5,2024-03-10
USER102,ITEM035,1,2024-04-29
USER102,ITEM044,2,2024-10-05
USER102,ITEM031,2,2024-02-24
USER102,ITEM036,1,2024-05-16
USER103,ITEM035,2,2024-08-13
USER103,ITEM020,2,2024-08-10
USER103,ITEM050,2,2024-10-13
USER103,ITEM002,2,2024-04-14
USER103,ITEM004,2,2024-07-02
USER104,ITEM003,3,2024-07-19
USER104,ITEM035,5,2024-06-12
USER104,ITEM044,3,2024-09-17
USER104,ITEM028,2,2024-12-02
USER104,ITEM005,3,2024-11-18
USER104,ITEM043,3,2024-01-02
USER104,ITEM038,5,2024-03-22
USER104,ITEM034,5,2024-05-04
USER104,ITEM022,2,2024-02-03
USER104,ITEM045,1,2024-03-22
USER104,ITEM031,4,2024-12-13
USER104,ITEM025,3,2024-05-03
USER104,ITEM018,5,2024-09-09
USER104,ITEM013,4,2024-05-10
USER105,ITEM011,2,2024-10-17
USER105,ITEM009,1,2024-03-01
USER105,ITEM033,4,2024-10-19
USER105,ITEM041,5,2024-01-18
USER105,ITEM016,1,2024-03-02
USER105,ITEM026,1,2024-04-08
USER105,ITEM043,3,2024-02-28
USER105,ITEM010,2,2024-05-21
USER105,ITEM004,2,2024-11-02
USER105,ITEM021,1,2024-08-19
USER105,ITEM020,2,2024-04-21
USER105,ITEM017,2,2024-07-06
USER105,ITEM029,2,2024-01-13
USER105,ITEM039,3,2024-02-29
USER105,ITEM031,4,2024-08-24
USER105,ITEM013,2,2024-09-22
USER105,ITEM045,4,2024-04-09
USER105,ITEM046,3,2024-10-15
USER105,ITEM007,2,2024-06-19
USER105,ITEM030,3,2024-11-05
USER105,ITEM022,2,2024-05-16
USER105,ITEM036,2,2024-10-31
USER105,ITEM019,2,2024-01-27
USER105,ITEM032,2,2024-12-21
USER105,ITEM047,5,2024-05-09
USER105,ITEM002,3,2024-09-02
USER105,ITEM034,3,2024-08-09
USER105,ITEM037,3,2024-11-02
USER105,ITEM035,2,2024-09-29
USER105,ITEM015,1,2024-11-17
USER105,ITEM012,3,2024-03-29
USER105,ITEM050,3,2024-11-26
USER105,ITEM044,4,2024-12-11
USER105,ITEM001,4,2024-06-26
USER105,ITEM018,2,2024-02-19
USER105,ITEM025,2,2024-11-20
USER105,ITEM023,2,2024-12-09
USER105,ITEM006,1,2024-03-31
USER105,ITEM008,1,2024-12-16
USER105,ITEM014,1,2024-11-15
USER105,ITEM003,2,2024-05-10
USER105,ITEM049,3,2024-10-09
USER105,ITEM048,5,2024-11-12
USER105,ITEM042,4,2024-08-28
USER105,ITEM005,3,2024-01-23
USER105,ITEM027,2,2024-10-09
USER105,ITEM024,1,2024-08-15
USER106,ITEM010,4,2024-02-14
USER106,ITEM004,5,2024-04-09
USER106,ITEM013,4,2024-02-29
USER106,ITEM050,4,2024-09-10
USER106,ITEM047,3,2024-10-18
USER106,ITEM028,2,2024-04-05
USER106,ITEM021,2,2024-05-20
USER106,ITEM008,4,2024-08-05
USER106,ITEM036,2,2024-01-09
USER106,ITEM032,2,2024-04-05
USER106,ITEM012,2,2024-07-26
USER106,ITEM039,1,2024-11-05
USER106,ITEM045,3,2024-08-19
USER106,ITEM043,2,2024-04-09
USER106,ITEM015,2,2024-02-10
USER106,ITEM048,3,2024-08-11
USER106,ITEM005,5,2024-03-29
USER106,ITEM018,3,2024-11-23
USER106,ITEM009,4,2024-08-21
USER106,ITEM026,2,2024-07-02
USER106,ITEM007,5,2024-08-29
USER106,ITEM017,2,2024-12-11
USER106,ITEM003,4,2024-05-24
USER106,ITEM049,4,2024-04-22
USER106,ITEM042,4,2024-10-16
USER106,ITEM038,1,2024-01-01
USER106,ITEM011,2,2024-01-21
USER106,ITEM002,3,2024-10-12
USER106,ITEM044,5,2024-12-30
USER106,ITEM006,4,2024-12-11
USER106,ITEM014,3,2024-09-12
USER106,ITEM024,2,2024-01-23
USER106,ITEM027,2,2024-08-07
USER106,ITEM025,2,2024-07-21
USER106,ITEM046,4,2024-05-22
USER106,ITEM020,1,2024-05-06
USER106,ITEM030,2,2024-01-12
USER106,ITEM001,5,2024-04-10
USER106,ITEM040,1,2024-05-12
USER106,ITEM022,2,2024-03-13
USER106,ITEM041,5,2024-02-08
USER106,ITEM023,2,2024-03-31
USER106,ITEM016,3,2024-01-06
USER106,ITEM037,2,2024-04-04
USER106,ITEM029,4,2024-12-07
USER106,ITEM019,2,2024-04-14
USER106,ITEM035,2,2024-08-10
USER106,ITEM034,2,2024-07-03
USER106,ITEM031,2,2024-05-12
USER107,ITEM041,1,2024-02-23
USER107,ITEM045,2,2024-12-11
USER107,ITEM005,2,2024-07-10
USER107,ITEM013,5,2024-10-29
USER107,ITEM001,2,2024-06-23
USER107,ITEM024,3,2024-07-20
USER107,ITEM028,3,2024-03-06
USER107,ITEM023,3,2024-11-28
USER107,ITEM036,5,2024-12-15
USER107,ITEM019,4,2024-02-10
USER107,ITEM026,3,2024-01-22
USER107,ITEM027,4,2024-04-03
USER107,ITEM038,4,2024-02-10
USER107,ITEM003,2,2024-03-08
USER107,ITEM011,4,2024-05-24
USER107,ITEM006,1,2024-01-16
USER107,ITEM042,2,2024-06-09
USER107,ITEM047,2,2024-08-09
USER107,ITEM017,5,2024-02-07
USER107,ITEM048,1,2024-10-09
USER107,ITEM029,2,2024-12-22
USER107,ITEM050,1,2024-01-11
USER107,ITEM007,2,2024-09-13
USER107,ITEM009,2,2024-05-22
USER107,ITEM030,2,2024-07-08
USER107,ITEM039,5,2024-04-27
USER107,ITEM004,2,2024-12-31
USER108,ITEM019,2,2024-10-14
USER108,ITEM011,2,2024-03-18
USER108,ITEM047,5,2024-02-20
USER108,ITEM015,3,2024-10-08
USER108,ITEM035,1,2024-06-29
USER108,ITEM031,2,2024-04-16
USER108,ITEM045,5,2024-01-18
USER108,ITEM003,5,2024-01-31
USER108,ITEM046,5,2024-01-18
USER108,ITEM022,2,2024-06-23
USER108,ITEM039,2,2024-04-01
USER108,ITEM007,5,2024-06-08
USER108,ITEM033,2,2024-06-01
USER108,ITEM034,3,2024-05-15
USER108,ITEM041,4,2024-05-15
USER108,ITEM044,5,2024-10-02
USER108,ITEM017,3,2024-10-14
USER108,ITEM006,4,2024-11-23
USER108,ITEM025,3,2024-01-27
USER108,ITEM009,4,2024-10-08
USER108,ITEM036,1,2024-11-01
USER108,ITEM049,4,2024-04-15
USER108,ITEM005,4,2024-02-09
USER108,ITEM040,3,2024-08-01
USER108,ITEM012,3,2024-07-20
USER108,ITEM014,3,2024-08-28
USER108,ITEM043,5,2024-07-30
USER108,ITEM042,4,2024-11-26
USER108,ITEM001,5,2024-03-16
USER108,ITEM038,3,2024-12-31
USER108,ITEM037,3,2024-08-13
USER108,ITEM004,4,2024-05-08
USER109,ITEM045,3,2024-06-07
USER109,ITEM025,2,2024-11-01
USER109,ITEM009,3,2024-12-24
USER109,ITEM039,5,2024-08-27
USER109,ITEM032,4,2024-04-01
USER109,ITEM003,5,2024-03-23
USER109,ITEM007,4,2024-09-21
USER109,ITEM029,1,2024-06-29
USER109,ITEM019,2,2024-12-13
USER109,ITEM001,5,2024-03-24
USER109,ITEM024,2,2024-06-26
USER109,ITEM050,5,2024-06-27
USER110,ITEM004,5,2024-10-11
USER110,ITEM026,3,2024-12-11
USER110,ITEM050,3,2024-12-17
USER110,ITEM032,4,2024-04-06
USER110,ITEM021,4,2024-09-26
USER110,ITEM012,4,2024-04-27
USER110,ITEM043,4,2024-05-24
USER110,ITEM003,4,2024-04-24
USER110,ITEM041,2,2024-05-12
USER110,ITEM013,5,2024-11-19
USER110,ITEM014,3,2024-02-16
USER110,ITEM034,4,2024-07-08
USER110,ITEM005,4,2024-03-13
USER110,ITEM007,4,2024-11-28
USER110,ITEM017,4,2024-05-17
USER110,ITEM029,4,2024-03-26
USER110,ITEM010,4,2024-03-08
USER110,ITEM018,5,2024-12-17
USER110,ITEM009,4,2024-05-18
USER110,ITEM033,2,2024-03-09
USER110,ITEM020,3,2024-12-03
USER110,ITEM016,5,2024-08-06
USER110,ITEM036,3,2024-09-16
USER110,ITEM042,4,2024-07-28
USER110,ITEM024,3,2024-12-16
USER110,ITEM027,2,2024-06-14
USER110,ITEM044,4,2024-03-21
USER110,ITEM046,3,2024-06-29
USER110,ITEM038,2,2024-03-27
USER110,ITEM023,2,2024-09-17
USER110,ITEM048,3,2024-09-21
USER110,ITEM002,4,2024-07-21
USER110,ITEM025,3,2024-12-12
USER110,ITEM049,3,2024-09-16
USER110,ITEM047,1,2024-06-27
USER111,ITEM021,3,2024-12-25
USER111,ITEM017,3,2024-05-18
USER111,ITEM042,3,2024-03-11
USER111,ITEM036,2,2024-08-24
USER111,ITEM015,4,2024-11-11
USER111,ITEM014,4,2024-09-03
USER111,ITEM019,4,2024-03-24
USER111,ITEM003,3,2024-07-06
USER111,ITEM022,3,2024-04-12
USER111,ITEM012,4,2024-08-01
USER111,ITEM040,2,2024-09-14
USER111,ITEM035,2,2024-05-07
USER111,ITEM046,3,2024-01-25
USER111,ITEM001,2,2024-12-11
USER111,ITEM045,4,2024-11-19
USER111,ITEM011,4,2024-08-23
USER111,ITEM010,2,2024-10-05
USER111,ITEM004,3,2024-10-12
USER111,ITEM028,2,2024-02-20
USER111,ITEM029,2,2024-08-27
USER111,ITEM020,5,2024-04-25
USER111,ITEM024,2,2024-01-15
USER111,ITEM016,4,2024-07-22
USER111,ITEM032,2,2024-01-16
USER111,ITEM043,2,2024-01-05
USER111,ITEM007,2,2024-10-23
USER111,ITEM018,5,2024-02-14
USER111,ITEM041,2,2024-07-22
USER111,ITEM031,1,2024-12-08
USER111,ITEM023,3,2024-08-12
USER111,ITEM026,3,2024-03-10
USER111,ITEM013,4,2024-01-20
USER111,ITEM037,2,2024-07-15
USER111,ITEM027,1,2024-05-22
USER111,ITEM030,2,2024-07-15
USER111,ITEM006,2,2024-03-02
USER111,ITEM034,2,2024-06-29
USER111,ITEM008,3,2024-01-15
USER111,ITEM044,3,2024-10-15
USER111,ITEM002,3,2024-03-20
USER111,ITEM039,2,2024-01-04
USER111,ITEM033,2,2024-02-24
USER111,ITEM025,2,2024-07-12
USER111,ITEM038,2,2024-04-30
USER112,ITEM030,4,2024-01-20
USER112,ITEM041,4,2024-11-03
USER112,ITEM019,1,2024-08-29
USER112,ITEM024,5,2024-04-28
USER112,ITEM043,4,2024-02-12
USER112,ITEM037,2,2024-09-19
USER112,ITEM028,5,2024-01-14
USER112,ITEM045,4,2024-02-18
USER112,ITEM029,4,2024-01-21
USER112,ITEM022,4,2024-06-22
USER112,ITEM014,2,2024-08-28
USER112,ITEM042,3,2024-01-17
USER112,ITEM003,3,2024-04-25
USER112,ITEM016,2,2024-02-26
USER112,ITEM009,3,2024-03-10
USER112,ITEM010,4,2024-10-03
USER112,ITEM034,2,2024-02-29
USER112,ITEM048,4,2024-02-14
USER112,ITEM046,5,2024-08-19
USER112,ITEM001,4,2024-12-23
USER112,ITEM049,4,2024-01-07
USER112,ITEM015,2,2024-06-26
USER112,ITEM007,3,2024-03-07
USER112,ITEM006,2,2024-07-28
USER112,ITEM050,5,2024-05-26
USER112,ITEM002,2,2024-02-22
USER112,ITEM023,4,2024-12-03
USER112,ITEM020,2,2024-06-19
USER112,ITEM026,4,2024-01-26
USER112,ITEM013,3,2024-10-11
USER112,ITEM004,2,2024-06-22
USER112,ITEM008,3,2024-03-15
USER112,ITEM038,3,2024-06-14
USER112,ITEM021,4,2024-07-21
USER112,ITEM005,2,2024-08-24
USER112,ITEM018,1,2024-10-28
USER112,ITEM039,3,2024-03-30
USER112,ITEM011,2,2024-12-08
USER112,ITEM044,5,2024-08-13
USER112,ITEM033,3,2024-08-15
USER113,ITEM007,2,2024-07-01
USER113,ITEM005,3,2024-02-14
USER113,ITEM040,2,2024-08-01
USER113,ITEM004,3,2024-09-12
USER113,ITEM022,3,2024-09-28
USER113,ITEM042,5,2024-06-12
USER113,ITEM045,4,2024-05-31
USER113,ITEM036,3,2024-03-22
USER113,ITEM032,2,2024-09-22
USER113,ITEM044,4,2024-05-03
USER113,ITEM024,3,2024-05-02
USER114,ITEM026,3,2024-12-17
USER114,ITEM015,3,2024-12-08
USER114,ITEM043,5,2024-06-16
USER114,ITEM014,3,2024-11-07
USER114,ITEM042,5,2024-12-25
USER114,ITEM003,5,2024-07-14
USER114,ITEM025,2,2024-02-19
USER114,ITEM041,5,2024-10-31
USER114,ITEM038,2,2024-06-25
USER114,ITEM002,5,2024-01-28
USER114,ITEM048,5,2024-09-09
USER114,ITEM035,1,2024-09-05
USER114,ITEM027,2,2024-03-18
USER114,ITEM021,2,2024-09-03
USER114,ITEM018,3,2024-07-01
USER114,ITEM044,5,2024-08-11
USER114,ITEM032,2,2024-07-17
USER114,ITEM030,3,2024-03-01
USER114,ITEM037,1,2024-08-22
USER114,ITEM006,5,2024-01-12
USER114,ITEM022,2,2024-07-03
USER114,ITEM010,5,2024-07-08
USER114,ITEM029,2,2024-04-24
USER114,ITEM004,5,2024-11-07
USER114,ITEM016,4,2024-03-01
USER114,ITEM007,5,2024-04-09
USER115,ITEM009,5,2024-01-11
USER115,ITEM003,3,2024-12-09
USER115,ITEM038,2,2024-05-11
USER115,ITEM022,2,2024-06-29
USER115,ITEM041,3,2024-02-11
USER115,ITEM029,3,2024-12-25
USER115,ITEM004,3,2024-05-07
USER115,ITEM034,1,2024-05-12
USER115,ITEM026,4,2024-11-15
USER115,ITEM018,5,2024-09-16
USER115,ITEM028,4,2024-11-27
USER115,ITEM016,3,2024-06-10
USER115,ITEM039,3,2024-03-07
USER115,ITEM027,3,2024-07-31
USER115,ITEM032,2,2024-11-02
USER115,ITEM019,4,2024-09-21
USER115,ITEM043,3,2024-05-27
USER115,ITEM049,2,2024-08-26
USER115,ITEM023,3,2024-09-01
USER115,ITEM030,2,2024-01-08
USER115,ITEM008,4,2024-03-27
USER115,ITEM036,2,2024-03-25
USER115,ITEM042,3,2024-11-15
USER115,ITEM007,3,2024-12-24
USER115,ITEM045,2,2024-04-18
USER115,ITEM001,2,2024-04-09
USER115,ITEM014,4,2024-03-20
USER115,ITEM012,4,2024-11-12
USER115,ITEM024,2,2024-10-14
USER116,ITEM005,3,2024-05-11
USER116,ITEM012,5,2024-01-02
USER116,ITEM002,3,2024-02-01
USER116,ITEM013,4,2024-12-01
USER116,ITEM049,1,2024-10-06
USER116,ITEM019,3,2024-04-16
USER116,ITEM010,3,2024-06-09
USER116,ITEM027,3,2024-11-28
USER116,ITEM048,2,2024-06-04
USER116,ITEM050,1,2024-01-05
USER116,ITEM009,3,2024-05-10
USER116,ITEM007,2,2024-11-20
USER116,ITEM016,5,2024-08-16
USER116,ITEM031,4,2024-05-30
USER116,ITEM033,4,2024-05-27
USER116,ITEM006,3,2024-12-29
USER116,ITEM030,2,2024-12-19
USER116,ITEM025,2,2024-08-30
USER116,ITEM011,5,2024-01-04
USER116,ITEM042,3,2024-02-23
USER116,ITEM038,5,2024-05-10
USER116,ITEM008,3,2024-10-03
USER116,ITEM015,5,2024-02-29
USER116,ITEM029,2,2024-09-17
USER116,ITEM026,3,2024-07-10
USER116,ITEM044,2,2024-07-26
USER116,ITEM017,3,2024-10-13
USER116,ITEM041,1,2024-06-04
USER116,ITEM036,4,2024-10-06
USER116,ITEM045,2,2024-09-15
USER116,ITEM040,4,2024-12-10
USER116,ITEM043,1,2024-12-25
USER116,ITEM037,5,2024-02-09
USER116,ITEM001,3,2024-02-12
USER116,ITEM022,2,2024-06-25
USER116,ITEM021,1,2024-09-02
USER116,ITEM018,5,2024-03-28
USER116,ITEM035,4,2024-10-04
USER116,ITEM003,2,2024-02-02
USER116,ITEM024,3,2024-11-13
USER116,ITEM028,2,2024-10-30
USER116,ITEM004,3,2024-07-24
USER116,ITEM020,5,2024-08-18
USER116,ITEM023,2,2024-08-11
USER116,ITEM032,5,2024-08-15
USER117,ITEM001,3,2024-10-21
USER117,ITEM036,3,2024-07-17
USER117,ITEM037,4,2024-02-29
USER117,ITEM025,5,2024-04-01
USER117,ITEM024,5,2024-12-30
USER117,ITEM023,5,2024-02-02
USER117,ITEM022,5,2024-01-02
USER117,ITEM033,4,2024-02-05
USER117,ITEM016,4,2024-06-25
USER117,ITEM048,3,2024-01-24
USER117,ITEM041,3,2024-12-18
USER117,ITEM018,3,2024-10-05
USER117,ITEM040,3,2024-11-14
USER117,ITEM029,4,2024-02-20
USER118,ITEM004,3,2024-02-24
USER118,ITEM037,5,2024-07-03
USER118,ITEM031,4,2024-08-24
USER118,ITEM008,3,2024-09-29
USER118,ITEM046,1,2024-08-06
USER118,ITEM030,2,2024-03-03
USER118,ITEM014,2,2024-07-19
USER118,ITEM005,3,2024-01-06
USER118,ITEM001,3,2024-07-11
USER118,ITEM040,5,2024-10-10
USER118,ITEM017,1,2024-08-10
USER118,ITEM007,5,2024-12-11
USER118,ITEM039,4,2024-10-13
USER118,ITEM025,3,2024-12-17
USER118,ITEM002,5,2024-01-17
USER118,ITEM042,1,2024-03-25
USER118,ITEM006,3,2024-05-03
USER118,ITEM050,2,2024-08-26
USER118,ITEM021,3,2024-06-07
USER118,ITEM012,3,2024-08-01
USER118,ITEM010,4,2024-01-05
USER118,ITEM049,3,2024-10-02
USER118,ITEM003,3,2024-12-22
USER118,ITEM043,1,2024-01-08
USER118,ITEM009,5,2024-01-03
USER118,ITEM032,4,2024-07-05
USER118,ITEM011,2,2024-09-16
USER118,ITEM026,3,2024-04-08
USER118,ITEM033,4,2024-08-18
USER118,ITEM038,5,2024-07-19
USER118,ITEM015,1,2024-07-12
USER118,ITEM023,2,2024-09-17
USER118,ITEM044,2,2024-04-09
USER118,ITEM036,4,2024-04-05
USER118,ITEM045,1,2024-06-19
USER118,ITEM020,3,2024-08-05
USER118,ITEM013,2,2024-05-07
USER118,ITEM022,3,2024-07-07
USER118,ITEM016,2,2024-01-08
USER118,ITEM047,1,2024-03-10
USER118,ITEM019,2,2024-11-14
USER118,ITEM041,3,2024-11-30
USER118,ITEM028,2,2024-10-06
USER119,ITEM012,3,2024-06-09
USER119,ITEM044,2,2024-11-10
USER119,ITEM004,4,2024-02-10
USER119,ITEM017,1,2024-04-18
USER119,ITEM001,5,2024-08-28
USER119,ITEM013,1,2024-06-19
USER119,ITEM008,5,2024-12-11
USER120,ITEM045,2,2024-05-19
USER120,ITEM011,1,2024-11-05
USER120,ITEM037,2,2024-08-22
USER120,ITEM013,3,2024-09-03
USER120,ITEM028,5,2024-12-05
USER120,ITEM036,2,2024-06-13
USER120,ITEM002,2,2024-07-27
USER120,ITEM042,1,2024-11-12
USER120,ITEM046,2,2024-09-14
USER120,ITEM012,3,2024-05-28
USER120,ITEM040,2,2024-04-25
USER120,ITEM006,1,2024-04-09
USER120,ITEM050,2,2024-07-31
USER120,ITEM035,3,2024-03-08
USER120,ITEM005,2,2024-07-31
USER120,ITEM039,2,2024-02-09
USER120,ITEM024,5,2024-02-13
USER120,ITEM033,2,2024-01-23
USER120,ITEM025,4,2024-08-03
USER120,ITEM008,2,2024-12-01
USER120,ITEM019,2,2024-06-18
USER120,ITEM020,2,2024-02-20
USER120,ITEM044,3,2024-03-15
USER120,ITEM018,3,2024-07-09
USER120,ITEM030,4,2024-02-02
USER120,ITEM022,5,2024-07-31
USER120,ITEM016,2,2024-06-19
USER120,ITEM027,5,2024-08-09
USER120,ITEM015,2,2024-01-18
USER120,ITEM043,2,2024-12-26
USER120,ITEM047,4,2024-08-06
USER120,ITEM031,3,2024-05-04
USER120,ITEM014,1,2024-12-28
USER120,ITEM048,1,2024-04-18
USER120,ITEM026,5,2024-08-06
USER120,ITEM041,3,2024-09-10
USER120,ITEM023,5,2024-03-18
USER120,ITEM010,2,2024-04-22
USER120,ITEM004,1,2024-12-27
USER120,ITEM009,2,2024-02-19
USER120,ITEM021,5,2024-02-18
USER121,ITEM016,1,2024-10-01
USER121,ITEM019,3,2024-12-25
USER121,ITEM018,3,2024-10-04
USER121,ITEM030,5,2024-11-18
USER121,ITEM023,3,2024-02-28
USER121,ITEM029,4,2024-08-24
USER121,ITEM028,4,2024-03-14
USER121,ITEM024,3,2024-08-06
USER121,ITEM014,4,2024-09-26
USER121,ITEM025,4,2024-05-09
USER121,ITEM048,2,2024-01-29
USER121,ITEM034,3,2024-10-16
USER121,ITEM050,3,2024-10-04
USER121,ITEM021,4,2024-02-14
USER121,ITEM042,1,2024-05-01
USER121,ITEM020,2,2024-10-22
USER121,ITEM017,4,2024-08-14
USER121,ITEM012,3,2024-06-13
USER121,ITEM033,3,2024-10-12
USER121,ITEM040,4,2024-01-23
USER121,ITEM002,2,2024-11-08
USER121,ITEM006,1,2024-08-30
USER121,ITEM008,2,2024-12-29
USER122,ITEM030,4,2024-07-28
USER122,ITEM016,2,2024-12-30
USER122,ITEM035,3,2024-11-24
USER122,ITEM050,3,2024-10-02
USER122,ITEM043,4,2024-01-13
USER122,ITEM037,3,2024-04-05
USER122,ITEM033,2,2024-09-15
USER122,ITEM011,1,2024-06-14
USER122,ITEM032,4,2024-03-23
USER122,ITEM014,2,2024-12-17
USER122,ITEM002,1,2024-12-27
USER122,ITEM031,3,2024-11-11
USER122,ITEM005,2,2024-01-12
USER122,ITEM041,5,2024-04-04
USER122,ITEM039,2,2024-02-14
USER122,ITEM038,2,2024-08-19
USER122,ITEM010,3,2024-07-21
USER122,ITEM012,3,2024-05-27
USER122,ITEM019,1,2024-05-20
USER122,ITEM036,3,2024-02-16
USER122,ITEM006,2,2024-01-03
USER122,ITEM026,3,2024-01-30
USER122,ITEM025,3,2024-02-01
USER123,ITEM038,2,2024-01-05
USER123,ITEM007,2,2024-12-02
USER123,ITEM048,5,2024-05-21
USER123,ITEM015,4,2024-01-14
USER123,ITEM042,5,2024-06-21
USER123,ITEM030,5,2024-11-29
USER123,ITEM033,3,2024-04-04
USER123,ITEM011,2,2024-10-19
USER123,ITEM006,3,2024-11-18
USER123,ITEM029,3,2024-05-21
USER123,ITEM024,4,2024-02-26
USER123,ITEM040,4,2024-08-10
USER123,ITEM028,1,2024-10-06
USER123,ITEM047,4,2024-06-22
USER123,ITEM036,1,2024-06-11
USER123,ITEM050,4,2024-08-09
USER123,ITEM032,4,2024-03-15
USER123,ITEM037,2,2024-07-18
USER123,ITEM017,3,2024-10-02
USER123,ITEM025,2,2024-07-05
USER123,ITEM009,3,2024-09-25
USER123,ITEM041,3,2024-05-31
USER123,ITEM043,4,2024-09-02
USER123,ITEM012,3,2024-05-16
USER123,ITEM008,3,2024-04-27
USER123,ITEM044,3,2024-09-08
USER123,ITEM049,4,2024-08-16
USER123,ITEM027,3,2024-01-11
USER123,ITEM002,3,2024-11-25
USER123,ITEM001,3,2024-04-21
USER123,ITEM003,2,2024-03-06
USER123,ITEM016,1,2024-01-29
USER123,ITEM018,4,2024-06-27
USER123,ITEM045,5,2024-12-17
USER123,ITEM013,2,2024-12-30
USER123,ITEM046,5,2024-08-03
USER123,ITEM022,3,2024-02-22
USER123,ITEM020,4,2024-11-03
USER123,ITEM019,4,2024-06-15
USER123,ITEM005,2,2024-11-26
USER123,ITEM031,2,2024-05-12
USER123,ITEM039,4,2024-11-10
USER123,ITEM014,3,2024-04-25
